"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12","2020-01","2020-02"
40,"New Jersey",11,160593,160272,159981,159775,159717,159755,159852,159929,160034,160281,160648,161100,161479,161910,162414,162923,163335,163683,163997,164431,164901,165299,165645,165872,166191,166439,166734,167019,167420,167943,168643,169285,169960,170566,171344,172240,173254,174374,175491,176726,177759,178737,179614,180812,182142,183608,184979,186346,187708,189018,190386,191772,193352,194997,196637,198189,199724,201295,203076,204869,206790,208669,210608,212522,214373,216303,218372,220455,222515,224582,226748,229013,231265,233564,235958,238503,241472,244720,248161,251540,254917,258280,261549,264700,267767,270797,273872,276992,280005,282782,285315,287848,290535,293433,296507,299848,303155,306791,310412,314274,318136,322040,325992,329900,333780,337676,341265,344735,348414,352263,356323,360300,364350,368285,372329,376348,380248,383468,386378,388863,391318,393434,395259,396411,396779,396695,396033,395226,393956,392619,391453,390947,390756,390339,389088,387411,385633,384041,382613,381138,379472,377691,375845,373378,370300,366756,363681,360976,358449,355757,352749,349425,346304,343679,341154,338710,335937,333492,331193,329294,327763,326614,325943,325554,325370,324840,324244,323484,323146,322806,322380,321594,320282,318462,316310,314301,312354,310439,308356,306136,303984,301750,299642,297495,295804,294325,292900,291158,289349,287739,286640,285956,285212,284480,283501,282712,281893,281576,281641,282069,282644,283351,283917,284358,284725,285477,286793,288453,290244,291755,293125,294494,295630,296613,297143,298203,299259,300295,300836,301149,301283,301166,300958,300614,300559,300824,301594,301821,302118,302188,302510,302603,302749,303103,303483,304006,304368,304352,304343,304273,304486,304593,305052,305615,306154,306584,307166,307706,308298,309094,309743,310836,311518,312829,313541,314666,315887,317317,318561,319779,320993,322392,323812,325045,326449,327222,328224,328767,329538,330452,331436,332367,332909,333200,333372,333676,334018,334561,335145,335870,336395,336739,337104,337548,338308,339161,340151
56,"Virginia",12,120539,120479,120403,120343,120390,120501,120662,120793,120925,120994,121139,121235,121405,121536,121692,121893,122052,122252,122390,122641,122845,123196,123469,123766,123930,124312,124713,125093,125394,125549,125768,125929,126272,126576,126959,127364,127923,128445,129103,129718,130297,130919,131568,132295,132988,133747,134625,135486,136289,136978,137607,138364,139270,140249,141205,142181,143228,144324,145272,146271,147237,148338,149364,150414,151413,152469,153542,154726,155898,157114,158356,159605,160898,162119,163469,164761,166147,167515,168967,170435,171920,173385,174920,176441,177997,179491,180983,182535,184147,185877,187924,190102,192353,194537,197000,199666,202518,205608,209064,212880,216949,220983,224700,228123,231755,235614,239218,242881,246811,251420,255825,259918,263570,267394,270955,274419,277248,279867,282344,284656,286312,287210,287786,288459,288895,288647,288153,287693,287617,287450,287391,287254,287310,286842,285889,284461,283277,282325,281355,280095,278332,276485,274363,271926,269125,266377,264207,262082,259823,257547,255641,253851,252046,249954,248027,246244,244677,243404,242239,241518,240859,240245,239556,239218,239128,239399,239587,239869,240149,240324,240102,239352,238510,237772,237092,236154,235259,234319,233353,232290,231393,230610,230098,229713,229563,229205,228721,228189,227909,227660,227775,227972,228269,228631,228963,229408,229700,230154,230921,231947,232770,233589,234285,235161,235932,236641,237324,238105,239050,240106,240855,241538,242162,243032,243640,244112,244409,244657,245006,245356,245613,245736,245978,246243,246532,246515,246930,247362,247799,248171,248457,248782,249086,249461,249855,250123,250417,250809,250875,251007,251381,252122,252850,253522,254180,254894,255553,256385,257337,258291,259367,260201,261107,261682,262423,263025,263766,264441,265228,266116,266810,267675,268186,269034,269677,270697,271584,272488,273119,273670,274215,274966,275978,276960,278018,278948,279895,280697,281526,282414,283435,284529,285576,286370,287019,287588,288250
59,"Washington",13,140425,140546,140875,141263,141732,142118,142592,143163,143811,144351,144926,145574,146473,147401,148049,148648,149099,149646,150213,150811,151549,152721,153925,155101,155757,156450,157183,158101,159218,160607,161791,162808,163562,163965,164430,164944,165936,166746,167875,168765,169734,170496,171575,172722,173766,174716,175682,176622,177546,178569,179367,180280,180949,181654,182174,182813,183585,184519,185402,186230,186980,187625,188324,188910,189640,190310,191107,191811,192744,193456,194216,194790,195322,195710,196085,196626,197189,197811,198439,199186,199671,200356,201091,202158,203151,204245,205194,206204,207363,208696,210094,211340,212706,214237,215928,217526,219178,221096,223180,225153,226893,228745,230832,233285,236118,239087,241682,244477,247422,250708,254486,258650,263272,267659,271793,275969,279916,283535,287295,290719,294349,297750,300932,303872,306362,308733,311055,312899,314328,315450,316757,318461,320478,322003,322810,322811,322906,322748,321839,320426,319063,317742,316361,314646,312334,309440,306451,303674,300646,297513,294576,291702,288698,286246,283401,280371,276145,272732,270008,268427,267084,265929,265272,264918,264566,263176,261783,260583,260801,261167,260481,258513,255880,253642,251115,248649,246208,244316,242922,241025,238719,235318,232748,230514,229099,227465,225986,224532,223367,222644,221605,221302,221160,222110,223219,224621,226005,227439,229138,231163,233177,234751,236536,238683,241177,243720,245694,247877,249944,252282,254099,255514,256780,258320,260173,261241,262203,262719,264249,265501,266597,267391,268733,270280,272091,274090,275610,277582,279389,281939,283913,285879,288417,291107,293877,296470,299006,301342,304079,306790,309572,311948,314569,317510,320159,322943,325443,328500,331523,334575,337519,340511,343886,347303,350837,354438,357860,360915,364127,367121,370714,374145,378210,381995,385585,388353,390493,391921,393322,395095,396944,398363,398937,399536,399752,400177,400424,401396,402772,404617,406678,408659,410641,413049,415957,419107,422452
26,"Massachusetts",14,152489,152725,152979,153347,153840,154308,154872,155419,156013,156154,156401,156593,157138,157754,158438,159067,159736,160495,161289,162074,163027,164465,165959,167482,168656,169802,170978,172046,173148,174368,175667,177193,178412,180139,181950,184045,186028,187979,189879,192111,193802,195566,196984,198649,200679,202668,204973,206980,209063,211155,213318,215579,218337,221282,224288,227099,229996,232882,235625,238426,241301,244229,247298,250284,253407,256139,259000,261775,264465,267022,269426,272006,274583,277335,280227,283520,286724,290098,293801,297655,301404,304655,307880,311053,314308,317469,320414,322774,325125,327405,329685,331990,334480,337209,339861,342424,345016,347665,350466,353636,356862,360168,363011,365694,368229,370721,373676,376322,378876,380854,382303,383621,384562,385898,387085,388090,388176,387948,386928,386046,384962,384001,382939,381135,379169,376586,374413,372080,370267,368966,368097,367421,366335,364918,363262,361784,360464,359350,357832,356335,354662,352547,350163,347601,345221,343014,341007,339082,337099,334744,332374,329881,327360,324915,322500,320272,318273,316947,315894,315382,315038,315417,315913,316642,317332,318326,319681,320808,321701,321841,321779,321041,320158,318748,317575,316420,315659,314701,313239,311360,309601,308036,306989,306070,305347,304432,303142,301722,300394,299441,298463,298224,298276,298936,299303,299809,300243,300860,302048,303868,306001,307587,310002,312103,314362,316055,317860,319896,322032,324712,327184,329097,330082,331057,331665,332937,334377,335789,336941,337708,338553,338882,339086,339632,341221,343308,345012,346140,346391,347037,347719,349326,350978,352492,354115,355099,355947,356892,358690,360457,362467,364224,365969,366844,367911,369642,371632,374005,375874,377487,378418,379539,381530,383832,386416,389011,390974,392946,394435,396690,398597,400653,403071,405650,407529,408856,410123,411851,413396,414245,415101,415598,416561,416948,417119,417247,417660,418228,418696,418982,419705,420831,422153,423333,424484,426105,427902
22,"Indiana",15,108666,108554,108851,109046,108875,108748,107841,106971,105795,105255,104649,104569,104172,103742,103548,103627,104097,103892,104702,105395,106438,106677,106859,107114,107585,107596,106121,104431,103324,103454,103815,104141,104645,104802,104896,104775,104684,104741,105360,105969,105530,104702,103267,102234,100909,100345,100246,100249,99967,99804,99849,100194,100753,101210,101829,102434,103102,103568,103661,103774,103959,104209,104353,104401,104653,104859,105189,105327,105573,105592,105703,105693,105768,105842,106012,106156,106168,106206,106297,106498,106678,106781,106883,106989,107240,107412,107588,107744,107972,108247,108507,108757,108989,109151,109273,109487,109780,110162,110430,110703,111046,111389,111767,112109,112493,113360,114318,115349,115887,116362,116844,117364,117775,118118,118372,118631,118835,118803,118756,118620,118749,118942,119257,119580,119910,120276,120628,120839,121024,121095,121218,121271,121424,121455,121419,121319,121295,121267,121238,121368,121583,121751,121746,121660,121440,121251,121058,120926,120692,120416,120185,119867,119387,118995,118602,118362,118041,117806,117547,117229,116944,116755,116599,116558,116570,116553,116610,116567,116650,116600,116563,116393,116095,115641,115174,114704,114350,114041,113673,113323,112882,112495,112164,112047,112124,112257,112310,112301,112175,112022,111908,111899,111964,112070,112089,112069,111991,112005,112141,112178,112275,112367,112601,112776,113005,113240,113547,113821,114104,114341,114530,114842,115199,115617,115976,116385,116731,117046,117317,117692,118068,118430,118790,119166,119532,119800,120033,120250,120556,120849,121146,121286,121457,121691,121957,122308,122689,123215,123674,124020,124301,124680,125215,125905,126560,127223,127825,128336,128768,129198,129797,130530,131349,132146,132881,133484,134159,134808,135679,136512,137396,138061,138798,139625,140583,141443,142343,143331,144269,145052,145629,146404,147343,148445,149237,149857,150351,151020,151669,152303,152961,153770,154647,155410,156039,156658,157461
8,"Arizona",16,109594,110194,110734,111230,111690,112131,112577,112991,113377,113715,114087,114381,114703,115044,115383,115718,116044,116421,116786,117199,117648,118230,118764,119263,119658,120071,120520,121066,121693,122285,122863,123404,123962,124336,124739,125206,125836,126482,127316,128085,128823,129458,130077,130711,131263,131972,132679,133443,134163,134896,135445,136041,136601,137300,137943,138575,139239,139924,140612,141254,141855,142455,143037,143571,144090,144659,145300,146010,146663,147247,147769,148361,148953,149518,150157,150809,151544,152131,152798,153497,154335,155200,156040,156799,157556,158255,158906,159450,160095,160995,161996,162992,163989,165181,166337,167672,168959,170530,171945,173806,176066,178302,180925,183766,187719,192297,197034,201538,206623,212722,220443,228817,236943,245465,252505,259592,264270,267240,271025,275125,279108,280660,280784,279764,278354,276239,275037,273343,272154,271210,270258,269539,268923,267931,266208,264131,262351,260133,257579,253679,250134,246250,241297,235974,229720,225537,220999,216548,211029,206070,201710,197751,193496,189896,187126,184076,180843,176986,174116,172130,170355,168895,166811,166269,165908,165588,164308,163136,162776,162017,161097,158839,157219,155050,153584,151467,149426,147327,145694,144639,142842,141135,139193,138305,137724,137470,137506,137560,138494,139174,140440,141340,143546,146316,149252,151872,154457,157528,160233,163188,164853,167041,168365,170642,172490,174425,176778,179530,181824,183730,185316,186210,187738,189399,191881,192635,192645,192503,192709,192600,192689,192480,192933,193993,195208,195634,195841,197244,199136,200848,201787,203094,204323,205797,206668,207381,208202,209836,211116,211979,212808,213831,214931,215550,216597,217722,219320,220887,222162,223123,224277,225629,226956,228165,229619,231345,232513,233829,235156,236727,237999,239426,241187,243011,244813,246449,247908,249169,250405,251851,253036,254093,254973,256093,257142,258384,259304,260453,261660,263019,264641,266032,267582,269172,271183,273034,274809
53,"Tennessee",17,91670,92117,92576,93049,93509,93906,94266,94642,95032,95361,95734,96117,96569,96965,97307,97638,97973,98390,98812,99235,99634,100242,100825,101355,101646,101960,102292,102580,102897,103249,103692,104039,104371,104463,104561,104650,104946,105282,105703,106157,106579,106888,107133,107457,107776,108105,108432,108763,109117,109410,109651,109902,110136,110439,110704,111029,111417,111906,112274,112621,112885,113182,113437,113658,113947,114226,114534,114753,114910,115042,115237,115456,115643,115834,116042,116281,116463,116652,116865,117106,117366,117579,117830,118055,118325,118597,118888,119151,119429,119712,120016,120328,120646,121025,121393,121792,122184,122564,122940,123328,123750,124208,124708,125235,125790,126389,127032,127710,128395,129108,129850,130660,131461,132281,133041,133830,134627,135402,136159,136845,137536,138200,138892,139581,140300,140987,141663,142282,142846,143328,143758,144203,144626,145020,145348,145616,145808,145863,145798,145615,145378,144995,144577,144169,143901,143682,143395,142992,142459,141923,141436,140960,140463,140051,139684,139218,138523,137704,136967,136358,135939,135624,135409,135222,135114,135090,135006,134976,134916,134930,134820,134622,134286,133880,133426,132982,132489,131843,131280,130686,130258,129785,129445,129117,128849,128568,128270,128010,127793,127719,127639,127660,127681,127793,127849,127992,128111,128294,128442,128569,128752,128980,129306,129665,130072,130398,130764,131098,131593,132141,132810,133503,134098,134609,134990,135306,135566,135890,136296,136712,137053,137311,137515,137691,138031,138478,139015,139532,140070,140741,141372,141981,142565,143215,143936,144705,145374,146094,146831,147616,148304,148872,149448,150158,150937,151840,152743,153720,154704,155563,156320,157210,158291,159441,160578,161688,162796,163761,164685,165636,166659,167655,168749,169733,170728,171678,172711,173789,174800,175789,176746,177595,178429,179331,180126,180886,181515,182298,183036,183747,184526,185392,186329,187341,188354,189380,190495
32,"Missouri",18,83459,83719,83951,84159,84390,84650,84976,85290,85577,85764,85883,86023,86224,86504,86801,87119,87416,87714,87917,88119,88321,88636,88971,89283,89565,89866,90194,90535,90791,90981,91219,91540,91928,92321,92764,93227,93621,93941,94262,94576,95062,95552,95944,96200,96496,96954,97422,97891,98404,98963,99508,100081,100686,101301,101967,102700,103368,103869,104275,104809,105440,106102,106753,107382,107943,108498,109070,109684,110341,111013,111721,112327,112886,113406,113960,114530,115064,115646,116242,116838,117359,117892,118511,119161,119808,120424,121040,121605,122229,122862,123519,124100,124714,125306,125821,126272,126675,127143,127631,128206,128705,129134,129506,129969,130488,131048,131596,132172,132770,133416,134029,134597,135181,135772,136361,136889,137389,137829,138235,138598,138992,139326,139670,139989,140284,140595,140917,141287,141557,141745,141815,141869,141920,141935,141932,141904,141865,141725,141459,141080,140700,140398,140212,139958,139523,139081,138671,138304,137876,137496,137126,136545,135875,135233,134763,134295,133774,133185,132600,132044,131651,131286,131070,131139,131346,131355,131045,130876,130898,130923,130660,130192,129583,128847,128090,127226,126411,125627,124975,124105,123141,122208,121578,121190,120817,120540,120201,119882,119467,119114,118904,118932,119131,119312,119349,119283,119321,119524,119638,119908,120194,120766,121133,121419,121496,121637,121892,122222,122533,122716,123077,123350,123706,123936,124254,124556,124901,125345,125790,126204,126556,126882,127191,127537,127827,127987,128166,128472,129007,129490,129972,130404,130892,131378,131830,132205,132733,133289,133922,134446,134924,135493,136097,136792,137420,138062,138766,139577,140259,140963,141666,142436,143140,143674,144232,144788,145482,146329,147159,147940,148624,149311,149934,150679,151501,152383,153168,153957,154795,155431,156022,156567,157290,158010,158700,159245,159734,160277,160863,161417,161863,162370,162892,163435,163896,164330,164799
27,"Maryland",19,149529,149645,149738,149779,149738,149780,149857,149966,150079,150018,149984,149918,149999,150006,150109,150313,150582,150700,150815,150930,151005,151226,151442,151795,151937,152060,152084,152064,152175,152393,152552,152603,152764,153146,153704,154181,154629,154996,155426,155914,156399,156897,157482,158281,159040,159728,160170,160688,161180,161874,162532,163252,163850,164512,165288,166099,166995,167767,168656,169505,170556,171493,172523,173515,174686,175899,177083,178360,179683,181213,182740,184373,186014,187870,189717,191681,193631,195584,197573,199567,201746,203934,206243,208633,210959,213260,215548,217862,220159,222696,225529,228469,231275,234080,237175,240299,243553,246867,250582,254468,258765,263315,267693,272241,276624,281459,285937,290329,294987,299951,305419,310984,316551,321411,326365,330574,335275,338874,342609,346196,349808,353095,355393,357373,358552,359434,359740,360426,360587,360771,360483,360425,360103,359719,359000,358165,357174,356281,354705,351956,348899,346286,344139,341592,338465,334480,329985,325197,320730,316587,312789,309759,306665,303196,299297,295188,291258,287707,285206,283116,281601,279886,278570,277440,276721,276271,275316,274416,273719,273704,273242,272440,270827,269269,267502,265474,263379,261479,260418,259600,258531,256921,255456,254039,252915,251742,251026,250455,249960,249160,248456,248019,247959,248056,248293,248830,249556,250317,250878,251524,252442,253754,255011,256362,257669,259407,260993,262637,264055,265667,267193,268830,269995,271067,271970,272469,273079,273023,273335,273318,273673,273723,273908,274130,274267,274233,274153,274593,274658,274948,274923,275226,275390,275584,275743,275557,276033,276570,277386,277810,278578,279641,280489,281449,282130,283333,284266,285392,286141,287240,288185,289176,289920,290450,291249,291670,292554,293379,294660,295968,297144,297640,298304,299103,300472,301542,302461,303449,304099,304569,304815,305295,305872,306648,307202,307591,307705,308039,308377,308783,309251,309742,310198,310391,310595,310868,311221
60,"Wisconsin",20,99123,99480,99974,100463,100929,101330,101737,102166,102597,102997,103344,103757,104097,104473,104681,104920,105135,105418,105737,105963,106198,106370,106706,107067,107513,107794,108029,108248,108594,109021,109379,109801,110187,110757,111336,111941,112550,113093,113662,114172,114624,115024,115473,116108,116818,117531,118003,118470,118773,119268,119756,120352,120941,121524,122101,122601,123104,123572,124161,124764,125478,126103,126728,127326,127909,128501,129047,129639,130231,130876,131510,132089,132643,133130,133621,134056,134553,135062,135662,136328,137048,137764,138457,139244,139959,140716,141451,142238,143231,144287,145428,146255,147022,147909,149012,150080,151140,152287,153518,154820,155776,156709,157557,158646,159759,160533,161137,161779,162754,163850,164971,166075,167155,168046,168756,169386,169944,170475,171068,171562,171949,172128,172189,172205,172280,172482,172727,172953,173083,173470,173726,174078,174122,174098,173917,173612,173391,173212,173237,173249,173230,173203,172675,171889,170788,170015,169468,169037,168472,167822,166876,165845,164806,163255,162249,161285,161026,160364,159766,159123,158780,158474,158209,157895,157614,157713,157906,158093,158031,157859,157349,156686,155540,154178,152968,151833,150955,149985,149007,147932,146723,145508,144567,143698,143279,143004,142793,142558,142198,141864,141490,141143,140893,140885,140930,141109,141077,141091,140961,141022,141036,141236,141124,141394,141886,142744,143438,144060,144778,145632,146467,147052,147496,147900,148569,149311,149698,149859,150065,150500,150786,150864,150960,151250,151727,152171,152709,153019,153553,153892,154181,154335,154544,154898,155360,155975,156606,157198,157738,158215,158758,159467,160417,161296,162315,163365,164488,165387,166205,167060,167932,168806,169725,170636,171644,172630,173633,174499,175262,176152,177249,178554,179665,180787,181756,182916,183849,184767,185498,186404,187242,188131,188837,189465,190260,191081,192028,192724,193499,194315,195232,196063,196979,197833,198740,199588,200402
31,"Minnesota",21,102861,102949,103188,103443,103826,104159,104572,105002,105460,105851,106363,106950,107594,108085,108479,108899,109305,109763,110222,110695,111265,111932,112589,113165,113595,114128,114577,115193,115787,116686,117530,118363,119089,119970,121095,122376,123715,125021,126487,127734,128693,129412,130277,131560,132928,134257,135511,136637,137924,139166,140497,141895,143814,145630,147438,148832,150500,152076,153626,155274,156983,158554,160074,161623,163225,164932,166675,168363,169666,170875,172049,173247,174335,175678,176954,178278,179345,180461,181568,182820,184252,185737,187128,188460,189649,190879,191990,193234,194501,195828,197072,198345,199576,200713,201936,203256,204702,206026,207472,208846,210199,211409,212557,213579,214639,215944,217301,218455,219648,220866,222000,222975,223753,224720,225543,226511,227144,227582,227848,228128,228328,228394,228465,228440,228337,227938,227631,227274,227202,227163,227217,227040,226581,225789,224759,223619,222801,222044,221356,220234,218722,216980,214946,213193,211453,209826,208226,206577,204687,202789,200873,199176,197559,195907,194283,192149,190296,188778,187832,187152,186768,186412,185966,185462,185385,185382,185633,185973,186276,186383,185858,185022,183538,181878,180225,178869,177221,175669,173892,172423,170760,169117,167611,166357,165581,164957,164348,163627,163007,162564,162492,162714,163263,163745,164504,165322,166343,167521,168961,170538,172116,173522,174529,175270,176034,177566,179268,181177,182930,184662,186287,187616,188746,189954,191239,192748,194033,194979,195550,195787,195832,195778,195737,195901,196395,196862,197785,198598,199658,200370,201046,201759,202560,203538,204481,205554,206598,207869,208942,209902,210570,211221,212141,213356,214851,216175,217565,218766,219899,220837,221815,223038,224562,226273,227849,229181,230170,231176,232092,233370,234783,236364,237934,239568,241006,242156,243036,243924,245107,246163,247263,248156,249079,250009,250827,251546,252223,253038,254052,255092,255982,256965,257920,258869,259726,260514,261384
10,"Colorado",22,140488,141162,141837,142498,143176,143824,144439,145045,145650,146245,146744,147287,147920,148643,149309,149877,150434,151053,151776,152544,153300,154111,154837,155550,156077,156705,157334,158252,159274,160428,161502,162467,163487,164475,165779,167158,168701,170191,172005,173689,175128,176220,177408,178885,180475,182172,183876,185551,187398,189246,191143,192981,195071,197340,199615,201814,203989,206306,208377,210330,212030,213711,215167,216655,218158,219526,220713,221659,222522,223068,223701,224387,225160,225976,226681,227358,227738,228229,228753,229248,229501,229726,229988,230385,230641,230675,230690,230779,231014,231369,231651,232137,232613,233105,233602,234010,234525,235048,235673,236246,236800,237158,237619,238051,238714,239410,240034,240636,241218,241821,242370,242955,243511,244209,245005,245806,246419,247020,247501,247877,248047,248343,248561,248676,248837,248873,248772,248578,248632,248729,248688,248689,248844,249128,249379,249617,249604,249222,248586,247829,246928,245823,244778,243716,242755,241650,240675,239692,238854,238272,237772,237099,236260,235373,234756,234227,233808,233499,233206,232900,232622,232421,232355,232531,232844,233328,233678,233911,233779,233396,232699,231929,231012,230029,229098,228183,227290,226371,225422,224535,223771,222855,222161,221490,221320,221290,221342,221441,221620,221922,222280,222718,223466,224712,226206,227813,229065,230406,231750,233225,234605,236199,237918,239922,241670,243316,244855,246632,248700,250572,252274,253752,255401,256808,258232,259425,260840,262351,264016,265667,267098,268729,270664,272968,275413,278161,280956,283760,286423,289328,292235,295120,298107,301211,304257,307041,309636,311923,314246,316678,319397,321837,324174,326640,329196,331516,333653,336023,338415,341123,343823,346704,349165,351463,353667,355618,357469,359426,361682,363818,366357,368620,370813,372883,375440,378293,380861,383191,385207,387126,389074,391083,392314,392943,393765,394718,395679,396134,396803,397680,398750,399803,400629,401333,402345,403831,405146
4,"Alabama",23,82590,82657,82759,82895,83103,83232,83359,83457,83641,83749,83873,83993,84327,84751,85171,85508,85809,86194,86628,87098,87519,88064,88531,88977,89229,89477,89717,90087,90376,90748,91067,91392,91627,91881,92174,92508,92767,93078,93331,93545,93807,94077,94373,94729,95069,95342,95595,95857,96234,96571,96949,97253,97562,97850,98158,98479,98891,99390,99786,100137,100378,100625,100859,101135,101386,101652,101945,102187,102345,102434,102599,102754,102929,103145,103385,103639,103865,104095,104316,104538,104793,105037,105349,105676,106072,106364,106595,106787,107056,107347,107576,107773,107961,108240,108534,108896,109220,109617,110073,110588,111054,111490,111950,112484,113052,113542,113916,114178,114467,114845,115300,115815,116316,116895,117578,118450,119353,120329,121185,122130,123000,123926,124772,125599,126450,127176,127811,128150,128473,128701,129233,129759,130358,130586,130699,130672,130773,130848,130929,130905,130871,130683,130430,130110,129869,129748,129726,129668,129387,129090,128622,128287,127771,127378,126802,126280,125599,124993,124331,123805,123291,122787,122363,122036,121823,121645,121465,121058,120625,120100,119631,119032,118460,117969,117567,117063,116467,115720,115085,114618,114313,114052,113790,113531,113288,112974,112630,112209,111943,111890,111880,111871,111709,111665,111593,111621,111603,111688,111783,112017,112184,112359,112498,112706,112903,112965,113042,113137,113367,113565,113763,113941,114154,114293,114404,114450,114629,114927,115274,115563,115802,115970,116180,116390,116571,116762,116955,117232,117434,117616,117773,118006,118200,118457,118620,118774,118953,119227,119578,119897,120256,120551,120884,121111,121384,121613,121986,122422,122846,123151,123398,123683,124015,124361,124615,124915,125307,125855,126355,126747,127261,127788,128357,128850,129384,129978,130595,131239,131838,132411,132938,133497,133914,134388,134867,135400,135897,136393,136937,137485,138043,138580,139181,139831,140562,141298,142054
51,"South Carolina",24,97152,97318,97586,97750,97954,98054,98264,98488,98772,99045,99366,99767,100099,100460,100770,101230,101703,102400,103047,103756,104375,104990,105405,105863,106265,106897,107420,108048,108620,109132,109496,109736,110015,110392,110932,111458,112108,112598,113136,113540,113932,114246,114622,115100,115647,116149,116723,117260,117837,118280,118752,119151,119671,120230,120785,121305,121724,122269,122723,123214,123522,123922,124308,124746,125059,125348,125646,125946,126261,126460,126584,126721,126946,127233,127475,127732,128007,128294,128579,128888,129222,129579,130005,130387,130742,131033,131370,131746,132182,132617,133062,133489,133950,134426,134931,135452,135994,136649,137318,137977,138583,139298,140096,140983,141838,142730,143522,144481,145418,146356,147260,148282,149400,150513,151599,152688,153828,154875,156124,157201,158410,159498,160703,161831,162822,163658,164394,164985,165475,165916,166278,166645,166845,167040,167083,167151,167215,167245,167112,167052,166924,166939,166738,166334,165882,165475,165172,164557,163793,163033,162396,161470,160526,159374,158439,157675,156867,155868,154745,153903,153282,152739,152218,151887,151682,151594,151393,151039,150792,150688,150511,150072,149521,148853,148160,147478,146587,145578,144417,143573,142719,141975,141320,140917,140525,140097,139648,139211,139081,139101,139362,139300,139301,139181,139089,138866,138636,138666,138815,139024,139123,139181,139247,139606,140001,140433,140859,141384,142066,142632,143159,143684,144175,144732,145193,145478,145615,145832,146158,146562,146912,147272,147576,147802,148073,148412,148923,149555,150248,150838,151378,151884,152306,152706,153190,153816,154490,155163,155667,156159,156604,157249,157872,158476,159192,159994,160861,161628,162339,162800,163373,163871,164702,165416,166216,166932,167650,168302,168936,169624,170334,171287,172243,173459,174429,175363,176131,176915,177706,178522,179260,180020,180778,181522,182204,182710,183269,183834,184484,185155,185782,186385,187019,187604,188171,188661,189162
